,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
125,125,125.0,125.0,125.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,48,brier,0.3369889822634082
126,126,126.0,126.0,126.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,48,auroc,0.598890525033005
127,127,127.0,127.0,127.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,48,auprc,0.1660214184504302
128,128,128.0,128.0,128.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,48,brier,0.4083620664998062
129,129,129.0,129.0,129.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,48,auroc,0.6467223519853763
130,130,130.0,130.0,130.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,48,auprc,0.2302739271076311
131,131,131.0,131.0,131.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,48,brier,0.3063037016416167
132,132,132.0,132.0,132.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,48,auroc,0.5616786838631055
133,133,133.0,133.0,133.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,48,auprc,0.1473863142067768
134,134,134.0,134.0,134.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,48,brier,0.2331788258009234
135,135,135.0,135.0,135.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,48,auroc,0.6153904742561185
136,136,136.0,136.0,136.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,48,auprc,0.1883349290530405
137,137,137.0,137.0,137.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,48,brier,0.3933019738173937
138,138,138.0,138.0,138.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,64,auroc,0.6612927795267595
139,139,139.0,139.0,139.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,64,auprc,0.2228128485077454
140,140,140.0,140.0,140.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,64,brier,0.3232877351244159
141,141,141.0,141.0,141.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,64,auroc,0.6237813547273282
142,142,142.0,142.0,142.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,64,auprc,0.2045142314958423
143,143,143.0,143.0,143.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,64,brier,0.2753083721742639
144,144,144.0,144.0,144.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,64,auroc,0.6695160962729765
145,145,145.0,145.0,145.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,64,auprc,0.2161013651225639
146,146,146.0,146.0,146.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,64,brier,0.2906608361229874
147,147,147.0,147.0,147.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,64,auroc,0.6372550015233066
148,148,148.0,148.0,148.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,64,auprc,0.1944540598531491
149,149,149.0,149.0,149.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,64,brier,0.2883388347874223
150,150,150.0,150.0,150.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,64,auroc,0.640783995125419
151,151,151.0,151.0,151.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,64,auprc,0.2129995456198698
152,152,152.0,152.0,152.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,64,brier,0.3103632416333853
153,153,153.0,153.0,153.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,128,auroc,0.655428049152026
154,154,154.0,154.0,154.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,128,auprc,0.2119809447971585
155,155,155.0,155.0,155.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,128,brier,0.2883137969136171
156,156,156.0,156.0,156.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,128,auroc,0.6765131512135676
157,157,157.0,157.0,157.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,128,auprc,0.2206875365928959
158,158,158.0,158.0,158.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,128,brier,0.2719646897300583
159,159,159.0,159.0,159.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,128,auroc,0.6938661521275516
160,160,160.0,160.0,160.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,128,auprc,0.2474916301935407
161,161,161.0,161.0,161.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,128,brier,0.2833414061422696
162,162,162.0,162.0,162.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,128,auroc,0.6166446633492434
163,163,163.0,163.0,163.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,128,auprc,0.2009672988509119
164,164,164.0,164.0,164.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,128,brier,0.2797796472771122
165,165,165.0,165.0,165.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,128,auroc,0.6927642936935107
166,166,166.0,166.0,166.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,128,auprc,0.2269817390411812
167,167,167.0,167.0,167.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,128,brier,0.2329763170517626
168,168,168.0,168.0,168.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,0,-1,auroc,0.7197674418604652
169,169,169.0,169.0,169.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,0,-1,auprc,0.2466264340893469
170,170,170.0,170.0,170.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,0,-1,brier,0.1131174726548117
171,171,171.0,171.0,171.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,0,1,auroc,0.4674012389560272
172,172,172.0,172.0,172.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,0,1,auprc,0.1265279896548937
173,173,173.0,173.0,173.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,0,1,brier,0.2500267526060932
174,174,174.0,174.0,174.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,1,1,auroc,0.580846958464507
