,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
190,190.0,190.0,190.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,1,2,auprc,0.2676506787870256
191,191.0,191.0,191.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,1,2,brier,0.2499916859847522
192,192.0,192.0,192.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,2,2,auroc,0.5008755152358112
193,193.0,193.0,193.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,2,2,auprc,0.2862331445361773
194,194.0,194.0,194.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,2,2,brier,0.366366822105129
195,195.0,195.0,195.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,3,2,auroc,0.5370703804891876
196,196.0,196.0,196.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,3,2,auprc,0.3165657983849381
197,197.0,197.0,197.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,3,2,brier,0.2499952260256292
198,198.0,198.0,198.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,4,2,auroc,0.516820510397514
199,199.0,199.0,199.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,4,2,auprc,0.2977590955310216
200,200.0,200.0,200.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,4,2,brier,0.2500356461661965
201,201.0,201.0,201.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,0,4,auroc,0.5064610474128005
202,202.0,202.0,202.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,0,4,auprc,0.2885214233007863
203,203.0,203.0,203.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,0,4,brier,0.2499803382250023
204,204.0,204.0,204.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,1,4,auroc,0.5251115709667471
205,205.0,205.0,205.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,1,4,auprc,0.3001600150066173
206,206.0,206.0,206.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,1,4,brier,0.3336935514214675
207,207.0,207.0,207.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,2,4,auroc,0.4747116182699835
208,208.0,208.0,208.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,2,4,auprc,0.2733988209424028
209,209.0,209.0,209.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,2,4,brier,0.3440078215697097
210,210.0,210.0,210.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,3,4,auroc,0.5238082379703504
211,211.0,211.0,211.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,3,4,auprc,0.3031511087912003
212,212.0,212.0,212.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,3,4,brier,0.2500133696471404
213,213.0,213.0,213.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,4,4,auroc,0.5148832114270878
214,214.0,214.0,214.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,4,4,auprc,0.2962687725185324
215,215.0,215.0,215.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,4,4,brier,0.2500413561170187
216,216.0,216.0,216.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,0,8,auroc,0.5252064758932871
217,217.0,217.0,217.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,0,8,auprc,0.3106800693855509
218,218.0,218.0,218.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,0,8,brier,0.2505684089272673
219,219.0,219.0,219.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,1,8,auroc,0.5153411641080238
220,220.0,220.0,220.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,1,8,auprc,0.2942853912327206
221,221.0,221.0,221.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,1,8,brier,0.2500470575952652
222,222.0,222.0,222.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,2,8,auroc,0.4791235209769358
223,223.0,223.0,223.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,2,8,auprc,0.273709543298529
224,224.0,224.0,224.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,2,8,brier,0.2614902851987647
225,225.0,225.0,225.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,3,8,auroc,0.5267257826093084
226,226.0,226.0,226.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,3,8,auprc,0.3027687552580852
227,227.0,227.0,227.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,3,8,brier,0.2500337571518556
228,228.0,228.0,228.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,4,8,auroc,0.5080826698783463
229,229.0,229.0,229.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,4,8,auprc,0.2882327804854799
230,230.0,230.0,230.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,4,8,brier,0.2934329178473848
231,231.0,231.0,231.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,0,12,auroc,0.5338502420934754
232,232.0,232.0,232.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,0,12,auprc,0.3072161405658887
233,233.0,233.0,233.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,0,12,brier,0.2498142571771386
234,234.0,234.0,234.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,1,12,auroc,0.5121132829722443
