,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
216,216.0,216.0,216.0,new_celiac,new_celiac,count,lr_lbfgs,0,8,auroc,0.4784621708747106
217,217.0,217.0,217.0,new_celiac,new_celiac,count,lr_lbfgs,0,8,auprc,0.0092988341081074
218,218.0,218.0,218.0,new_celiac,new_celiac,count,lr_lbfgs,0,8,brier,0.3878483100619145
219,219.0,219.0,219.0,new_celiac,new_celiac,count,lr_lbfgs,1,8,auroc,0.3822072218255771
220,220.0,220.0,220.0,new_celiac,new_celiac,count,lr_lbfgs,1,8,auprc,0.0094133680374739
221,221.0,221.0,221.0,new_celiac,new_celiac,count,lr_lbfgs,1,8,brier,0.3978325423407176
222,222.0,222.0,222.0,new_celiac,new_celiac,count,lr_lbfgs,2,8,auroc,0.6545725968715518
223,223.0,223.0,223.0,new_celiac,new_celiac,count,lr_lbfgs,2,8,auprc,0.0204124453669457
224,224.0,224.0,224.0,new_celiac,new_celiac,count,lr_lbfgs,2,8,brier,0.1935461997568026
225,225.0,225.0,225.0,new_celiac,new_celiac,count,lr_lbfgs,3,8,auroc,0.7174228164687046
226,226.0,226.0,226.0,new_celiac,new_celiac,count,lr_lbfgs,3,8,auprc,0.0436119522156675
227,227.0,227.0,227.0,new_celiac,new_celiac,count,lr_lbfgs,3,8,brier,0.2499907187869389
228,228.0,228.0,228.0,new_celiac,new_celiac,count,lr_lbfgs,4,8,auroc,0.7008286276800588
229,229.0,229.0,229.0,new_celiac,new_celiac,count,lr_lbfgs,4,8,auprc,0.0170789153789663
230,230.0,230.0,230.0,new_celiac,new_celiac,count,lr_lbfgs,4,8,brier,0.2500381907071021
231,231.0,231.0,231.0,new_celiac,new_celiac,count,lr_lbfgs,0,12,auroc,0.3990177624889119
232,232.0,232.0,232.0,new_celiac,new_celiac,count,lr_lbfgs,0,12,auprc,0.0076782853723906
233,233.0,233.0,233.0,new_celiac,new_celiac,count,lr_lbfgs,0,12,brier,0.2502927763723152
234,234.0,234.0,234.0,new_celiac,new_celiac,count,lr_lbfgs,1,12,auroc,0.3755003137102183
235,235.0,235.0,235.0,new_celiac,new_celiac,count,lr_lbfgs,1,12,auprc,0.0121091650400318
236,236.0,236.0,236.0,new_celiac,new_celiac,count,lr_lbfgs,1,12,brier,0.2492102613223272
237,237.0,237.0,237.0,new_celiac,new_celiac,count,lr_lbfgs,2,12,auroc,0.6820060145821163
238,238.0,238.0,238.0,new_celiac,new_celiac,count,lr_lbfgs,2,12,auprc,0.0355668829534669
239,239.0,239.0,239.0,new_celiac,new_celiac,count,lr_lbfgs,2,12,brier,0.2500437072126086
240,240.0,240.0,240.0,new_celiac,new_celiac,count,lr_lbfgs,3,12,auroc,0.7104995564786569
241,241.0,241.0,241.0,new_celiac,new_celiac,count,lr_lbfgs,3,12,auprc,0.0251812474412304
242,242.0,242.0,242.0,new_celiac,new_celiac,count,lr_lbfgs,3,12,brier,0.2499581236795894
243,243.0,243.0,243.0,new_celiac,new_celiac,count,lr_lbfgs,4,12,auroc,0.6862032409510829
244,244.0,244.0,244.0,new_celiac,new_celiac,count,lr_lbfgs,4,12,auprc,0.0212662094998886
245,245.0,245.0,245.0,new_celiac,new_celiac,count,lr_lbfgs,4,12,brier,0.2411016624715881
246,246.0,246.0,246.0,new_celiac,new_celiac,count,lr_lbfgs,0,16,auroc,0.4529542848488782
247,247.0,247.0,247.0,new_celiac,new_celiac,count,lr_lbfgs,0,16,auprc,0.0094539312880463
248,248.0,248.0,248.0,new_celiac,new_celiac,count,lr_lbfgs,0,16,brier,0.2499781255439378
249,249.0,249.0,249.0,new_celiac,new_celiac,count,lr_lbfgs,1,16,auroc,0.4838709677419355
250,250.0,250.0,250.0,new_celiac,new_celiac,count,lr_lbfgs,1,16,auprc,0.0101277871413939
251,251.0,251.0,251.0,new_celiac,new_celiac,count,lr_lbfgs,1,16,brier,0.3359819362068312
252,252.0,252.0,252.0,new_celiac,new_celiac,count,lr_lbfgs,2,16,auroc,0.6946193288764847
253,253.0,253.0,253.0,new_celiac,new_celiac,count,lr_lbfgs,2,16,auprc,0.0267664539529576
254,254.0,254.0,254.0,new_celiac,new_celiac,count,lr_lbfgs,2,16,brier,0.2500680086462986
255,255.0,255.0,255.0,new_celiac,new_celiac,count,lr_lbfgs,3,16,auroc,0.7449427749291447
256,256.0,256.0,256.0,new_celiac,new_celiac,count,lr_lbfgs,3,16,auprc,0.0424003544472911
257,257.0,257.0,257.0,new_celiac,new_celiac,count,lr_lbfgs,3,16,brier,0.2499744415252002
258,258.0,258.0,258.0,new_celiac,new_celiac,count,lr_lbfgs,4,16,auroc,0.6845806018909154
